 1.68 0.850 2.788E-01 -4.533E-03  5.251E-04 4.016E-03 -1.484E-05 4.911E-06 1.185E-05 -6.660E-08 -1.721E-08 7.500E-10 -1.848E-08 1.940E-06 
 1.68 0.918 3.398E-01 -5.534E-03  6.473E-04 4.893E-03 -2.059E-05 5.794E-06 1.785E-05 -8.529E-08 -1.641E-07 1.744E-09 -3.280E-08 2.958E-06 
 1.68 0.992 4.263E-01 -6.902E-03  7.189E-04 6.207E-03 -3.127E-05 8.875E-06 2.704E-05 -1.218E-07 -2.157E-07 4.074E-09 -5.552E-08 4.431E-06 
 1.68 1.071 4.986E-01 -8.191E-03  7.148E-04 7.462E-03 -5.323E-05 1.116E-05 5.031E-05 -1.670E-07 -2.587E-07 1.120E-08 -1.082E-07 7.870E-06 
 1.68 1.154 5.665E-01 -9.069E-03  6.860E-04 8.462E-03 -7.925E-05 1.390E-05 7.785E-05 -2.195E-07 -2.987E-07 2.802E-08 -1.983E-07 1.195E-05 
 1.68 1.239 6.448E-01 -1.017E-02  6.635E-04 9.491E-03 -1.151E-04 1.654E-05 1.170E-04 -2.839E-07 -3.612E-07 6.739E-08 -3.304E-07 1.756E-05 
 1.68 1.315 7.134E-01 -2.421E-02  5.336E-04 1.911E-02  4.141E-03 1.917E-05 1.615E-04 -3.989E-07  3.177E-04 2.187E-07 -7.370E-07 4.638E-03 
 1.68 1.407 7.971E-01 -2.921E-02  5.834E-04 2.281E-02  5.290E-03 2.144E-05 1.836E-04 -4.558E-07  4.041E-04 2.748E-07 -8.675E-07 5.899E-03 
 1.68 1.499 8.895E-01 -4.291E-02  4.984E-04 3.303E-02  8.432E-03 2.523E-05 3.218E-04 -6.574E-07  6.443E-04 1.298E-06 -1.605E-06 9.422E-03 
 1.68 1.583 9.631E-01 -5.837E-02  5.242E-04 4.392E-02  1.273E-02 2.648E-05 3.367E-04 -7.295E-07  9.634E-04 1.649E-06 -1.869E-06 1.406E-02 
 1.68 1.667 1.038E+00 -7.217E-02  4.870E-04 5.362E-02  1.663E-02 2.764E-05 3.853E-04 -8.263E-07  1.244E-03 6.070E-06 -2.265E-06 1.829E-02 
 1.68 1.750 1.112E+00 -8.386E-02  4.550E-04 6.202E-02  1.976E-02 2.920E-05 4.463E-04 -9.113E-07  1.442E-03 1.047E-05 -2.579E-06 2.168E-02 
 1.68 1.832 1.177E+00 -9.896E-02  4.242E-04 7.301E-02  2.362E-02 2.935E-05 5.119E-04 -9.829E-07  1.678E-03 1.148E-05 -2.875E-06 2.584E-02 
 1.68 1.850 1.189E+00 -1.036E-01  3.986E-04 7.657E-02  2.485E-02 2.921E-05 5.337E-04 -1.005E-06  1.761E-03 1.496E-05 -2.991E-06 2.718E-02 
 1.68 1.900 1.231E+00 -1.111E-01  3.872E-04 8.158E-02  2.679E-02 2.998E-05 5.719E-04 -1.052E-06  1.887E-03 1.421E-05 -3.183E-06 2.929E-02 
 1.68 2.000 1.317E+00 -1.209E-01  3.680E-04 8.968E-02  2.856E-02 3.208E-05 6.742E-04 -1.137E-06  1.957E-03 1.524E-05 -3.475E-06 3.124E-02 
 1.68 2.200 1.490E+00 -1.511E-01  3.301E-04 1.134E-01  3.446E-02 3.577E-05 8.935E-04 -1.341E-06  2.266E-03 1.622E-05 -4.239E-06 3.767E-02 
 1.68 2.500 1.735E+00 -1.798E-01  2.845E-04 1.360E-01  3.998E-02 4.277E-05 1.143E-03 -1.586E-06  2.535E-03 1.320E-05 -5.052E-06 4.370E-02 
 1.68 3.000 2.106E+00 -2.114E-01  2.296E-04 1.602E-01  4.692E-02 5.376E-05 1.458E-03 -1.939E-06  2.896E-03 1.172E-05 -6.069E-06 5.133E-02 
 1.68 3.500 2.561E+00 -1.800E-01  2.044E-04 1.415E-01  3.450E-02 1.592E-04 1.836E-03 -3.607E-06  1.857E-03 9.426E-06 -6.499E-06 3.836E-02
 1.68 4.000 3.022E+00 -1.646E-01 -3.100E-05 1.396E-01  7.742E-03 3.390E-03 1.360E-02 -4.591E-06  4.882E-04 3.209E-05 -2.607E-05 2.523E-02
 1.68 4.500 3.487E+00 -2.454E-01 -9.121E-05 2.225E-01 -1.824E-03 3.996E-04 2.500E-02 -5.052E-06 -7.621E-04 4.696E-04 -3.021E-05 2.324E-02
 1.68 5.000 3.968E+00 -3.353E-01 -1.061E-04 3.168E-01 -2.519E-03 3.233E-04 2.206E-02 -5.962E-06 -2.706E-03 1.197E-03 -3.440E-05 1.831E-02
 2.00 3.500 2.524E+00 -2.013E-01 -2.423E-05 1.535E-01  1.672E-02 6.773E-03 2.210E-02 -3.500E-06  2.281E-03 2.816E-05 -2.180E-05 4.788E-02
 2.00 4.000 3.005E+00 -1.820E-01 -7.987E-05 1.518E-01 -1.424E-03 4.168E-04 3.084E-02 -4.089E-06 -4.333E-05 6.806E-04 -2.602E-05 3.044E-02
 2.00 4.500 3.477E+00 -2.561E-01 -9.298E-05 2.327E-01 -2.672E-03 3.553E-04 2.680E-02 -5.015E-06 -2.244E-03 1.379E-03 -3.012E-05 2.358E-02
 2.00 5.000 3.968E+00 -3.458E-01 -1.062E-04 3.276E-01 -3.156E-03 3.058E-04 2.357E-02 -5.939E-06 -4.779E-03 1.933E-03 -3.438E-05 1.784E-02
 2.50 3.500 2.523E+00 -2.217E-01 -6.659E-05 1.675E-01 -3.229E-04 6.600E-04 5.158E-02 -2.685E-06  1.964E-03 5.020E-04 -2.185E-05 5.435E-02
 2.50 4.000 2.991E+00 -1.932E-01 -7.998E-05 1.641E-01 -2.361E-03 3.846E-04 3.155E-02 -4.086E-06 -1.752E-03 1.429E-03 -2.589E-05 2.922E-02
 2.50 4.500 3.490E+00 -2.730E-01 -9.336E-05 2.497E-01 -2.722E-03 3.305E-04 2.832E-02 -5.019E-06 -4.337E-03 1.822E-03 -3.024E-05 2.338E-02
 2.50 5.000 3.974E+00 -3.582E-01 -1.063E-04 3.411E-01 -3.436E-03 3.013E-04 2.479E-02 -5.935E-06 -6.937E-03 2.021E-03 -3.445E-05 1.670E-02
